LAT,LONG,DATE,Ztime
47.534511, -111.724571,40323,20525300
47.534511, -111.724571,40323,20525300
47.534507, -111.724571,40323,20525400
47.534507, -111.724571,40323,20525400
47.534511, -111.724563,40323,20525500
47.534511, -111.724563,40323,20525500
47.534507, -111.724555,40323,20525600
47.534507, -111.724555,40323,20525600
47.534503, -111.724555,40323,20525700
47.534503, -111.724555,40323,20525700
47.534496, -111.724533,40323,20525800
47.534496, -111.724533,40323,20525800
47.534484, -111.724525,40323,20525900
47.534484, -111.724525,40323,20525900
47.534477, -111.724525,40323,20530000
47.534477, -111.724525,40323,20530000
47.534461, -111.724525,40323,20530100
47.534461, -111.724525,40323,20530100
47.534450, -111.724525,40323,20530200
47.534450, -111.724525,40323,20530200
47.534442, -111.724525,40323,20530300
47.534442, -111.724525,40323,20530300
47.534435, -111.724533,40323,20530400
47.534435, -111.724533,40323,20530400
47.534427, -111.724548,40323,20530500
47.534427, -111.724548,40323,20530500
47.534431, -111.724563,40323,20530600
47.534431, -111.724563,40323,20530600
47.534427, -111.724586,40323,20530700
47.534427, -111.724586,40323,20530700
47.534420, -111.724594,40323,20530800
47.534420, -111.724594,40323,20530800
47.534412, -111.724594,40323,20530900
47.534412, -111.724594,40323,20530900
47.534400, -111.724601,40323,20531000
47.534400, -111.724601,40323,20531000
47.534393, -111.724609,40323,20531100
47.534393, -111.724609,40323,20531100
47.534381, -111.724617,40323,20531200
47.534381, -111.724617,40323,20531200
47.534370, -111.724617,40323,20531300
47.534370, -111.724617,40323,20531300
47.534355, -111.724624,40323,20531400
47.534355, -111.724624,40323,20531400
47.534343, -111.724632,40323,20531500
47.534343, -111.724632,40323,20531500
47.534317, -111.724632,40323,20531600
47.534317, -111.724632,40323,20531600
47.534290, -111.724624,40323,20531700
47.534290, -111.724624,40323,20531700
47.534286, -111.724624,40323,20531800
47.534286, -111.724624,40323,20531800
47.534282, -111.724601,40323,20531900
47.534282, -111.724601,40323,20531900
47.534275, -111.724594,40323,20532000
47.534275, -111.724594,40323,20532000
47.534271, -111.724586,40323,20532100
47.534271, -111.724586,40323,20532100
47.534259, -111.724571,40323,20532200
47.534259, -111.724571,40323,20532200
47.534252, -111.724563,40323,20532300
47.534252, -111.724563,40323,20532300
47.534248, -111.724555,40323,20532400
47.534248, -111.724555,40323,20532400
47.534255, -111.724548,40323,20532500
47.534255, -111.724548,40323,20532500
47.534267, -111.724540,40323,20532600
47.534267, -111.724540,40323,20532600
47.534275, -111.724533,40323,20532700
47.534275, -111.724533,40323,20532700
47.534278, -111.724525,40323,20532800
