LAT,LONG,DATE,ZTime
47.533885, -111.723091,40323,20294200
47.533885, -111.723091,40323,20294200
47.533885, -111.723098,40323,20294300
47.533885, -111.723098,40323,20294300
47.533885, -111.723098,40323,20294400
47.533885, -111.723098,40323,20294400
47.533885, -111.723098,40323,20294500
47.533885, -111.723098,40323,20294500
47.533885, -111.723098,40323,20294600
47.533885, -111.723098,40323,20294600
47.533885, -111.723098,40323,20294700
47.533885, -111.723098,40323,20294700
47.533885, -111.723098,40323,20294800
47.533885, -111.723098,40323,20294800
47.533885, -111.723098,40323,20294900
47.533885, -111.723098,40323,20294900
47.533885, -111.723098,40323,20295000
47.533885, -111.723098,40323,20295000
47.533885, -111.723098,40323,20295100
47.533885, -111.723098,40323,20295100
47.533885, -111.723098,40323,20295200
47.533885, -111.723098,40323,20295200
47.533885, -111.723098,40323,20295300
47.533885, -111.723098,40323,20295300
47.533885, -111.723098,40323,20295400
47.533885, -111.723098,40323,20295400
47.533885, -111.723098,40323,20295500
47.533885, -111.723098,40323,20295500
47.533885, -111.723098,40323,20295600
47.533885, -111.723098,40323,20295600
47.533885, -111.723098,40323,20295700
47.533885, -111.723098,40323,20295700
47.533885, -111.723098,40323,20295800
47.533885, -111.723098,40323,20295800
47.533885, -111.723098,40323,20295900
47.533885, -111.723098,40323,20295900
47.533885, -111.723098,40323,20300000
47.533885, -111.723098,40323,20300000
47.533885, -111.723098,40323,20300100
47.533885, -111.723098,40323,20300100
47.533885, -111.723091,40323,20300200
47.533885, -111.723091,40323,20300200
47.533885, -111.723091,40323,20300300
47.533885, -111.723091,40323,20300300
47.533885, -111.723083,40323,20300400
47.533885, -111.723083,40323,20300400
47.533889, -111.723083,40323,20300500
47.533889, -111.723083,40323,20300500
47.533889, -111.723083,40323,20300600
47.533889, -111.723083,40323,20300600
47.533893, -111.723075,40323,20300700
47.533893, -111.723075,40323,20300700
47.533893, -111.723068,40323,20300800
47.533893, -111.723068,40323,20300800
47.533897, -111.723068,40323,20300900
47.533897, -111.723068,40323,20300900
47.533901, -111.723060,40323,20301000
47.533901, -111.723060,40323,20301000
47.533901, -111.723060,40323,20301100
47.533901, -111.723060,40323,20301100
47.533905, -111.723052,40323,20301200
47.533905, -111.723052,40323,20301200
47.533905, -111.723045,40323,20301300
47.533905, -111.723045,40323,20301300
47.533905, -111.723045,40323,20301400
47.533905, -111.723045,40323,20301400
47.533908, -111.723037,40323,20301500
47.533908, -111.723037,40323,20301500
47.533908, -111.723037,40323,20301600
47.533908, -111.723037,40323,20301600
47.533912, -111.723030,40323,20301700
47.533912, -111.723030,40323,20301700
47.533912, -111.723030,40323,20301800
47.533912, -111.723030,40323,20301800
47.533916, -111.723022,40323,20301900
47.533916, -111.723022,40323,20301900
47.533916, -111.723022,40323,20302000
47.533916, -111.723022,40323,20302000
47.533916, -111.723014,40323,20302100
47.533916, -111.723014,40323,20302100
47.533920, -111.723014,40323,20302200
47.533920, -111.723014,40323,20302200
47.533924, -111.723007,40323,20302300
47.533924, -111.723007,40323,20302300
47.533924, -111.723007,40323,20302400
47.533924, -111.723007,40323,20302400
47.533927, -111.722999,40323,20302500
47.533927, -111.722999,40323,20302500
47.533927, -111.722999,40323,20302600
47.533927, -111.722999,40323,20302600
47.533935, -111.722999,40323,20302700
47.533935, -111.722999,40323,20302700
47.533943, -111.722999,40323,20302800
47.533943, -111.722999,40323,20302800
47.533946, -111.723007,40323,20302900
47.533946, -111.723007,40323,20302900
47.533946, -111.722999,40323,20303000
47.533946, -111.722999,40323,20303000
47.533950, -111.722999,40323,20303100
47.533950, -111.722999,40323,20303100
47.533958, -111.722999,40323,20303200
47.533958, -111.722999,40323,20303200
47.533962, -111.722999,40323,20303300
47.533962, -111.722999,40323,20303300
47.533969, -111.723007,40323,20303400
47.533969, -111.723007,40323,20303400
47.533977, -111.723007,40323,20303500
47.533977, -111.723007,40323,20303500
47.533988, -111.723030,40323,20303600
47.533988, -111.723030,40323,20303600
47.533985, -111.723045,40323,20303700
47.533985, -111.723045,40323,20303700
47.534000, -111.723068,40323,20303800
47.534000, -111.723068,40323,20303800
47.534015, -111.723083,40323,20303900
47.534015, -111.723083,40323,20303900
47.534030, -111.723106,40323,20304000
47.534030, -111.723106,40323,20304000
47.534038, -111.723114,40323,20304100
47.534038, -111.723114,40323,20304100
47.534046, -111.723121,40323,20304200
47.534046, -111.723121,40323,20304200
47.534049, -111.723121,40323,20304300
47.534049, -111.723121,40323,20304300
47.534057, -111.723121,40323,20304400
47.534057, -111.723121,40323,20304400
47.534061, -111.723121,40323,20304500
47.534061, -111.723121,40323,20304500
47.534069, -111.723121,40323,20304600
47.534069, -111.723121,40323,20304600
47.534076, -111.723121,40323,20304700
47.534076, -111.723121,40323,20304700
47.534080, -111.723121,40323,20304800
47.534080, -111.723121,40323,20304800
